"","CamStation","250m","500m","750m","1000m","1250m","1500m","1750m","2000m","2250m","2500m","2750m","3000m","3250m","3500m","3750m","4000m","4250m","4500m","4750m","5000m"
"1","Algar01",2.53717656765064,1.83358881114301,1.88978686441504,1.7559689770787,1.61200434222448,1.52701603114396,1.39899366554735,1.36665981475407,1.34506943392144,1.30721712716169,1.23570676682286,1.21723067517728,1.16416654965144,1.10116535593255,1.04094542156228,1.00683619277045,0.990325227233353,0.964539793061962,0.936154047965634,0.900702632550098
"2","Algar02",2.53858144691652,1.26933318748143,1.36175200654488,1.46912312692988,1.26977403419221,1.21786482590655,1.12213238504136,0.954967976071111,0.863454566834456,0.851222569832613,0.903776271485624,0.931398843285442,0.999095013136686,0.993676745564427,0.959952253727053,0.970164101150942,0.975366654109428,0.966839272323897,0.945969139574125,0.946411784971473
"3","Algar03",4.01141550178441,1.95555844182785,1.67517307896245,1.42517876093344,1.219303281963,1.13888743696238,1.1555220663771,1.08079768499207,1.00250908926501,1.02926718904137,1.01689776863809,1.05569918066174,1.00989906306614,1.03958517503875,1.10185229423449,1.12199160550218,1.16476747820324,1.17620144923093,1.15810372199843,1.15549408038903
"4","Algar04",2.52265808960071,2.15843999989114,1.58441835614222,1.1948691905154,0.921276018949926,0.734042902066771,0.755099529075397,0.726807244697776,0.701836905275843,0.684281697571302,0.734594506361506,0.765755398497259,0.820253444594249,0.850705362934967,0.853845404727572,0.88825224516429,0.934732360304643,0.940793711160383,0.933474407724954,0.909399372177449
"5","Algar05",6.12503478205083,3.12946256292311,1.95704900703244,1.41357278935932,1.10807027127393,1.05198344592109,0.912310117425405,0.887236489665567,0.861309148038372,0.809119449886531,0.767952137691313,0.745546144837853,0.743387465854276,0.871769790779165,0.910393376870724,0.935696552777137,0.97012531998029,0.982744837387195,1.04899223479133,1.10497095591226
"6","Algar06",5.17303643687195,4.51824903968403,4.24251902475575,3.16599462368672,2.66376324235439,2.62664612900482,2.73661035877802,2.81402745935592,2.69434446134103,2.54333433082944,2.52611538546078,2.43700734286668,2.31260571797861,2.20210889685586,2.13648334137929,2.03549970559181,1.94017092704878,1.86556535049691,1.78249519777293,1.72129339428576
"7","Algar07",6.24794257093073,3.93622113316493,3.12388580108009,2.90034926207519,2.84169832624183,2.70945577196491,2.48854519271288,2.3869388857377,2.37607060444445,2.3148567034411,2.22060689355852,2.13789805870402,2.0810599389363,2.07942498146879,2.01453156184992,1.97827064775973,1.99835378088599,1.96433440636967,1.93464915810456,1.90209085515777
"8","Algar08",7.02278974454319,3.66274164970755,2.68999690671344,2.5152038719489,2.35436118104361,2.3236798582319,2.29173489725004,2.16860511553906,2.0865208290866,2.03211095548471,1.95153337929653,1.91004746583842,1.88134389207635,1.88670043907984,1.84575235472516,1.84093371584764,1.85323827434757,1.91018387871162,1.92174575547705,1.89497778716232
"9","Algar09",4.07223054904273,2.05784620797116,1.74893193037466,1.64568684533876,1.99768614213357,2.02533274296554,1.88925107909518,1.74866576916715,1.65547028003772,1.63768370905785,1.61826604420907,1.59929769972152,1.67959999040714,1.75891856448527,1.78968461398277,1.78904358338405,1.81154819823019,1.83778302201232,1.82520900278526,1.9164717001632
"10","Algar10",1.59311007896325,2.4757820282914,1.86583584990687,1.64017429959725,1.47345500442948,1.5542896953276,1.44250433305326,1.44415261723894,1.48681125924539,1.38977498544327,1.28235432063741,1.2325071617374,1.26842111548997,1.28579457374441,1.28997708203891,1.30512559611977,1.30346967008531,1.29765022422336,1.28690712975478,1.35591139101458
"11","Algar11",2.52088628119394,1.26017794135254,0.965501029374439,0.876275365781486,0.835487510449131,1.02288965864354,1.11019610062702,1.15545048806508,1.224168826065,1.17482882303396,1.20551735315095,1.25585092208588,1.24009063561617,1.30849052069767,1.27933481569473,1.31120338875157,1.30418519008434,1.26366072001557,1.24127318782481,1.20188757825903
"12","Algar12",2.30069525553178,1.26852463003578,1.68615406404057,1.73016081138058,1.66277223774315,1.44439272062249,1.36547113003204,1.23615939183767,1.16713379541035,1.11030080760187,1.02790830972098,0.940553020240906,0.871996501149949,0.862082523448893,0.847956150437388,0.814858002062054,0.790458528773236,0.776963405557211,0.774782956547464,0.788758036338059
"13","Algar13",2.537540521689,2.04612301548519,2.09492202017556,1.72674400414024,1.85710803546708,1.65088519724025,1.56438843830339,1.39641247573755,1.31940039359988,1.26484010105932,1.24616044724672,1.26415210981848,1.21375436807035,1.17549873718922,1.10739935272509,1.04761728781745,1.00260303491984,0.994827262876912,0.992294711505237,0.964617948572792
"14","Algar14",4.42225615209974,2.47445153094916,1.81331665378732,1.42060007827958,1.38081889529559,1.24562644074502,1.24318383671607,1.36848892350007,1.31528478804284,1.31131569830244,1.33737332427495,1.36019953435653,1.33739749331914,1.27813647758233,1.23201651046731,1.18235610743138,1.1798458390212,1.20481394307157,1.19635846005878,1.19406568529018
"15","Algar15",2.53393812216343,1.26701543163058,0.762538794586407,0.557722752460463,0.733309235308382,0.845728453495152,0.91786224317102,0.91752107966035,0.922978313127614,0.879211590022859,0.87187294977266,0.844279338831987,0.832590573538513,0.862630679740483,0.946406161304891,0.95942022157571,0.930626183355552,0.904515142863039,0.874713197720064,0.861177610021247
"16","Algar16",4.32838239486717,3.44583264567543,3.15763347896814,3.07066943664866,2.74248137869416,2.50791071562378,2.41418799119742,2.25066410616679,2.08196663071051,2.02218616674842,2.07479499679063,2.04615884809137,2.00898844858947,1.93711920259199,1.82080736505405,1.79980603621567,1.73016844663359,1.67386785937418,1.6142628792719,1.58797629542271
"17","Algar17",4.72794688707091,3.3301215298294,2.96429764888024,3.0339365284429,2.862037344982,2.64496556659833,2.35969702491888,2.14182069601557,2.20724338496665,2.22795151890032,2.12167524091084,2.09906931009901,2.04900766103199,2.07978153609419,2.04294600526004,1.99351480193617,1.97176483219437,1.92411755992348,1.96015038628165,1.90550287400973
"18","Algar18",4.87802545192668,3.41460496745571,2.57517443819801,2.38437721386733,2.41558620561856,2.33162438209547,2.08386380344231,1.87654368342607,1.94551374509642,1.97049548432491,1.89972596530945,1.93458565184141,1.97568414368425,2.0175567454841,1.98345886467494,1.99814386936143,1.99126999907834,1.96462752099292,1.92858312132776,1.8671764381377
"19","Algar19",2.53933288698787,1.26938796362466,1.44931583668754,1.17478679067323,1.1581530551433,1.24876595214117,1.35429738947488,1.47085095023844,1.41590292748596,1.3325891260653,1.22754526050228,1.14634748465202,1.19278479370249,1.21337590673367,1.2311444116909,1.20658795658401,1.18583350601309,1.20863463088153,1.24563377000301,1.30332847432471
"20","Algar20",4.03294486769506,2.93655265080842,1.74286343383285,1.21883338489265,0.963800849247261,0.980827364383559,0.974888137028556,1.1729302382132,1.33590194599723,1.49648311141483,1.52693285544658,1.50152639367221,1.50149607572651,1.54260592557903,1.63910669453607,1.67088290685982,1.64648399666016,1.64680631422936,1.68130224048655,1.76895645560862
